occ_code,occ_title,group_code,group_name,employment,adoption_discount,amplification_multiplier,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18
3434,Sports and leisure assistants,34,"Culture, Media & Sports Occupations",40786,0.5,2,3,2,2,5,2,3,2,15,0,2,1,3,2,5,3,5,20,25
3511,Aircraft pilots and air traffic controllers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,3,3,5,3,5,2,5,0,20,0,15,1,5,5,0,20,5
3512,Ship and hovercraft officers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,3,5,5,5,3,3,5,0,15,0,12,2,3,5,0,15,16
3513,Train and tram drivers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,2,1,1,2,1,2,1,3,0,5,0,5,1,2,2,0,10,62
3520,Legal associate professionals,35,Business & Public Service Associate Professionals,64618,0.5,1.8,8,5,15,3,3,8,15,5,0,3,0,8,5,2,5,0,10,5
3531,"Estimators, valuers and assessors",35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,3,8,3,20,8,8,5,0,12,0,10,5,2,5,0,4,2
3532,Brokers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,3,8,3,10,3,5,15,0,5,0,10,20,2,3,0,5,5
3533,Insurance underwriters,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,3,8,3,15,12,8,5,0,10,0,12,5,2,5,0,5,2
3534,Financial administrators,35,Business & Public Service Associate Professionals,64618,0.5,1.8,12,5,5,3,15,8,5,8,0,5,0,8,3,2,5,0,10,6
3535,Taxation experts (associate professional),35,Business & Public Service Associate Professionals,64618,0.5,1.8,8,5,10,3,18,8,10,5,0,8,0,8,3,2,5,0,5,2
3536,Importers and exporters,35,Business & Public Service Associate Professionals,64618,0.5,1.8,8,5,5,5,8,5,5,12,2,5,0,8,12,2,5,0,10,3
3537,Financial and accounting technicians,35,Business & Public Service Associate Professionals,64618,0.5,1.8,10,5,5,3,20,8,5,5,0,8,0,8,3,2,5,0,8,5
3539,"Business, finance and related associate professionals n.e.c.",35,Business & Public Service Associate Professionals,64618,0.5,1.8,8,5,8,5,12,5,8,8,0,5,0,10,8,3,5,0,5,5
3541,Buyers and procurement officers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,5,5,5,10,5,5,10,0,5,0,8,18,2,5,0,8,4
3542,Business sales executives,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,5,5,5,5,3,8,18,0,3,2,5,20,3,5,0,5,5
3543,Project support officers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,8,8,5,10,5,5,8,5,0,5,1,5,3,3,12,0,10,7
3544,Data analysts,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,3,10,2,25,8,10,3,0,18,2,5,1,2,3,0,3,0
3545,Marketing and communications officers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,8,8,5,3,3,15,10,2,3,10,5,5,3,5,0,8,4
3546,Human resources officers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,8,5,8,5,5,8,12,0,2,0,8,5,8,12,0,5,4
3547,Careers advisers and vocational guidance specialists,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,5,8,8,2,3,5,20,0,2,1,5,3,18,5,5,3,4
3549,Business associate professionals n.e.c.,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,5,8,5,8,5,8,8,0,5,2,10,8,3,8,0,8,4
3551,Conservation and environmental associate professionals,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,3,10,3,5,5,10,3,0,12,0,8,3,5,5,0,12,13
3552,Estate agents and auctioneers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,5,5,5,5,3,3,25,0,2,2,5,18,2,3,0,10,4
3553,Merchandisers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,5,5,5,8,8,3,10,0,5,5,5,8,2,5,0,15,6
3555,Conservation and environmental associate professionals (additional),35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,3,10,3,5,5,10,3,0,12,0,8,3,5,5,0,12,13
3556,Sales accounts and business development managers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,5,5,5,5,3,8,20,0,3,2,8,18,3,5,0,5,2
3561,Public services associate professionals,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,5,8,5,5,5,10,8,0,3,0,10,5,5,8,0,10,8
3562,Human resources and industrial relations officers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,5,5,8,3,5,8,12,0,2,0,8,8,8,12,0,8,3
3563,Vocational and industrial trainers and instructors,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,3,5,5,2,3,8,5,0,5,2,3,2,35,5,0,8,6
3564,Careers advisers and vocational guidance specialists (duplicate),35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,5,8,8,2,3,5,20,0,2,1,5,3,18,5,5,3,4
3565,Inspectors of standards and regulations,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,5,5,5,5,12,8,5,0,10,0,10,5,3,5,0,10,7
3567,Health and safety officers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,5,5,5,5,5,8,10,5,0,10,0,10,3,5,5,0,10,9
3571,Vocational and industrial trainers and instructors,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,3,5,5,2,3,8,5,0,5,2,3,2,35,5,0,8,6
3572,Driving instructors,35,Business & Public Service Associate Professionals,64618,0.5,1.8,2,2,2,5,1,2,2,10,0,3,0,3,2,25,2,0,15,24
3573,Information technology trainers,35,Business & Public Service Associate Professionals,64618,0.5,1.8,3,3,8,5,2,3,10,8,0,15,2,3,2,25,5,0,6,0
4111,Civil service executive officers,41,Administrative Occupations,117750,0.48,1.2,8,8,8,5,5,8,10,8,0,2,0,8,3,3,8,0,10,6
4112,Civil service administrative officers and assistants,41,Administrative Occupations,117750,0.48,1.2,15,10,5,5,5,10,5,8,0,2,0,3,1,2,5,0,15,9
4113,Local government administrative occupations,41,Administrative Occupations,117750,0.48,1.2,12,10,5,5,5,10,5,10,0,2,0,3,2,2,5,0,15,9
4114,Officers of non-governmental organisations,41,Administrative Occupations,117750,0.48,1.2,8,8,8,5,5,5,10,10,0,2,1,5,5,3,8,0,12,5
4121,Credit controllers,41,Administrative Occupations,117750,0.48,1.2,12,8,5,3,15,10,5,15,0,3,0,5,8,2,3,0,3,3
4122,"Book-keepers, payroll managers and wages clerks",41,Administrative Occupations,117750,0.48,1.2,25,5,3,3,25,5,3,3,0,5,0,3,1,2,5,0,8,4
4123,Bank and post office clerks,41,Administrative Occupations,117750,0.48,1.2,15,8,3,3,10,10,3,20,0,3,0,3,3,2,3,0,10,4
4124,Finance administrators,41,Administrative Occupations,117750,0.48,1.2,18,8,5,3,18,8,5,8,0,3,0,3,2,2,5,0,8,4
4129,Financial administrative occupations n.e.c.,41,Administrative Occupations,117750,0.48,1.2,18,8,5,3,15,8,5,8,0,3,0,3,3,2,5,0,10,4
4131,Records clerks and assistants,41,Administrative Occupations,117750,0.48,1.2,20,8,5,3,3,15,5,5,0,3,1,2,1,2,3,0,18,6
4132,Pensions and insurance clerks and assistants,41,Administrative Occupations,117750,0.48,1.2,15,8,5,3,10,12,5,12,0,3,0,5,3,2,3,0,10,4
4133,Stock control clerks and assistants,41,Administrative Occupations,117750,0.48,1.2,18,5,3,3,8,12,3,5,0,5,0,3,2,2,5,0,18,8
4134,Transport and distribution clerks and assistants,41,Administrative Occupations,117750,0.48,1.2,15,8,3,10,5,8,3,8,0,3,0,3,2,2,5,0,15,10
4135,Library clerks and assistants,41,Administrative Occupations,117750,0.48,1.2,10,5,10,5,2,15,3,12,0,3,1,2,1,5,2,0,18,6
4141,Office managers,41,Administrative Occupations,117750,0.48,1.2,5,8,5,12,8,5,5,8,0,3,1,5,3,3,18,0,8,3
4142,Office supervisors,41,Administrative Occupations,117750,0.48,1.2,8,8,5,10,5,5,5,8,0,3,1,3,2,3,18,0,10,6
4143,Customer service managers,41,Administrative Occupations,117750,0.48,1.2,5,5,5,8,5,5,5,18,0,3,1,8,5,5,12,0,5,5
4151,Sales administrators,41,Administrative Occupations,117750,0.48,1.2,12,10,5,5,8,8,3,18,0,3,1,3,5,2,3,0,10,4
4152,Data entry administrators,41,Administrative Occupations,117750,0.48,1.2,35,5,3,2,5,12,2,3,0,5,0,1,1,2,2,0,15,7
4159,Other administrative occupations n.e.c.,41,Administrative Occupations,117750,0.48,1.2,15,10,5,8,5,8,5,10,0,3,1,3,2,3,5,0,12,5
4211,Medical secretaries,42,Secretarial & Related Occupations,107857,0.48,1.2,15,15,5,15,3,8,5,12,0,2,0,1,1,2,2,5,5,4
4212,Legal secretaries,42,Secretarial & Related Occupations,107857,0.48,1.2,12,18,8,12,3,5,10,10,0,2,0,1,1,2,2,0,10,4
4213,School secretaries,42,Secretarial & Related Occupations,107857,0.48,1.2,12,12,5,18,5,5,3,15,0,2,0,1,1,3,3,5,5,5
4214,Company secretaries and administrators,42,Secretarial & Related Occupations,107857,0.48,1.2,10,12,5,15,5,5,10,10,0,2,1,3,3,2,5,0,8,4
4215,Personal assistants and other secretaries,42,Secretarial & Related Occupations,107857,0.48,1.2,10,15,5,20,3,5,8,12,0,2,1,2,2,2,3,0,5,5
4216,Receptionists,42,Secretarial & Related Occupations,107857,0.48,1.2,8,10,3,15,2,5,2,30,0,2,0,1,1,2,2,0,12,5
4217,Typists and related keyboard occupations,42,Secretarial & Related Occupations,107857,0.48,1.2,25,18,3,5,3,5,8,5,3,2,2,1,1,2,2,0,10,5
5111,Farmers,51,Skilled Agricultural & Related Trades,42400,0.6,1.1,2,2,3,3,3,2,2,3,0,5,0,10,5,3,8,0,18,31
5112,Horticultural trades,51,Skilled Agricultural & Related Trades,42400,0.6,1.1,2,2,2,3,2,2,1,5,0,5,1,3,3,3,3,0,25,38
5113,Gardeners and landscape gardeners,51,Skilled Agricultural & Related Trades,42400,0.6,1.1,2,2,2,3,2,2,1,5,0,3,1,3,3,2,3,0,25,41
5114,Groundsmen and greenkeepers,51,Skilled Agricultural & Related Trades,42400,0.6,1.1,2,1,1,3,2,2,1,3,0,3,0,3,1,2,3,0,25,48
5119,Agricultural and fishing trades n.e.c.,51,Skilled Agricultural & Related Trades,42400,0.6,1.1,2,2,2,3,2,2,1,3,0,5,0,5,3,3,3,0,20,44
5211,"Metal forming, welding and related trades",52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,2,1,2,2,2,3,1,2,0,8,0,3,1,3,3,0,50,17
5212,"Metal plate workers, smiths, moulders and related",52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,2,1,2,2,2,3,1,2,0,8,0,3,1,3,3,0,50,17
5213,"Metal machining, fitting and instrument making trades",52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,2,1,2,2,2,3,1,2,0,12,0,3,1,3,3,0,50,13
5214,Precision instrument makers and repairers,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,2,1,2,2,2,3,1,3,0,12,0,3,1,3,3,0,50,12
5215,Air-conditioning and refrigeration engineers,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,5,3,3,2,5,0,12,0,5,2,3,5,0,35,12
5221,Vehicle and vehicle parts technicians and fitters,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,3,2,3,2,5,0,15,0,5,2,3,5,0,40,7
5222,Vehicle body builders and repairers,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,2,1,2,2,2,2,1,3,0,10,0,3,2,3,3,0,50,14
5223,Vehicle paint technicians,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,2,1,1,2,2,2,1,3,0,5,0,3,2,3,3,0,50,20
5224,Aircraft maintenance and related trades,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,5,3,3,5,3,2,0,20,0,8,1,3,5,0,30,7
5225,Boat and ship builders and repairers,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,2,1,3,2,2,3,2,2,0,10,0,5,2,3,3,0,40,20
5231,Electricians and electrical fitters,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,5,3,3,2,5,0,12,0,5,2,3,5,0,35,12
5232,Telecommunications engineers,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,5,3,3,3,5,0,18,0,5,2,3,5,0,30,10
5233,"TV, video and audio engineers",52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,3,2,3,2,5,0,20,2,5,2,3,3,0,35,7
5234,IT engineers,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,3,5,5,3,5,3,8,0,25,0,5,2,5,5,0,18,5
5241,Electricians and electrical fitters (installation),52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,5,3,3,2,5,0,10,0,5,2,3,5,0,35,14
5242,Telecoms and related string and cable occupations,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,2,5,2,3,2,3,0,8,0,3,1,3,3,0,30,30
5245,Security system installers and repairers,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,5,3,5,2,8,0,15,0,5,3,3,5,0,28,10
5246,Electrical service and maintenance mechanics and repairers,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,5,3,3,2,5,0,12,0,5,2,3,5,0,35,12
5249,Electrical and electronic trades n.e.c.,52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,2,3,5,3,5,2,5,0,15,0,5,2,3,5,0,30,12
5250,"Skilled metal, electrical and electronic trades supervisors",52,"Skilled Metal, Electrical & Electronic Trades",64200,0.58,1.1,3,3,3,5,5,5,3,5,0,10,0,8,3,5,18,0,15,9
5311,Steel erectors,53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,1,2,2,2,1,2,0,5,0,3,1,3,3,0,30,42
5312,Stonemasons and related trades,53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,1,2,2,2,1,2,0,5,1,3,1,3,3,0,40,31
5313,Bricklayers,53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,1,2,2,2,1,2,0,3,0,3,1,3,3,0,30,44
5314,"Roofers, roof tilers and slaters",53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,1,2,2,2,1,2,0,3,0,3,1,3,3,0,25,49
5315,"Plumbers, heating and ventilating engineers",53,Skilled Construction & Building Trades,69250,0.6,1.1,3,2,3,5,3,3,2,5,0,12,0,5,3,3,5,0,35,11
5316,Carpenters and joiners,53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,2,2,2,2,2,2,0,5,1,3,2,3,3,0,35,33
5317,"Glaziers, window fabricators and fitters",53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,1,2,2,2,1,3,0,5,0,3,2,3,3,0,39,31
5319,Construction and building trades n.e.c.,53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,2,3,2,2,2,3,0,5,0,3,2,3,3,0,30,37
5321,Plasterers,53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,1,2,2,2,1,2,0,3,0,3,1,3,3,0,39,35
5322,Floorers and wall tilers,53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,1,2,2,2,1,3,0,3,0,3,2,3,3,0,39,33
5323,Painters and decorators,53,Skilled Construction & Building Trades,69250,0.6,1.1,2,1,1,2,2,2,1,3,0,3,0,3,2,3,3,0,39,33
5330,Construction and building trades supervisors,53,Skilled Construction & Building Trades,69250,0.6,1.1,3,3,3,5,5,5,3,5,0,8,0,8,3,5,18,0,15,11
5411,Weavers and knitters,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,2,2,2,1,2,0,5,2,3,1,3,3,0,50,20
5412,Upholsterers,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,2,2,2,1,3,0,5,3,3,2,3,3,0,45,22
5413,Footwear and leather trades,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,2,2,2,1,3,0,5,3,3,2,3,3,0,45,22
5419,"Textiles, garments and related trades n.e.c.",54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,2,2,2,2,3,1,3,0,5,5,3,2,3,3,0,40,22
5421,Pre-press technicians,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,3,2,3,3,2,3,3,5,0,15,15,3,2,3,3,0,25,10
5422,Printers,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,3,2,2,3,2,3,2,3,0,10,5,3,2,3,3,0,40,14
5423,Print finishing and binding workers,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,2,2,3,1,2,0,5,2,2,1,3,3,0,45,25
5431,Butchers,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,3,2,3,1,5,0,3,0,3,2,3,3,0,40,28
5432,Bakers and flour confectioners,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,3,2,3,1,3,0,3,2,3,2,3,3,0,40,28
5433,Fishmongers and poultry dressers,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,3,2,3,1,5,0,3,0,3,2,3,3,0,40,28
5434,Chefs,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,2,3,2,2,2,5,0,5,3,5,2,5,5,0,35,21
5435,Cooks,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,3,2,2,1,5,0,3,2,3,1,3,3,0,38,30
5436,Catering and bar managers,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,3,3,2,8,8,3,2,12,0,2,1,8,5,3,12,0,15,13
5441,"Glass and ceramics makers, decorators and finishers",54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,2,2,3,1,3,0,5,5,3,2,3,3,0,45,19
5442,Furniture makers and other craft woodworkers,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,2,2,2,2,1,3,0,5,5,3,2,3,3,0,45,19
5443,Florists,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,1,1,3,2,2,1,10,0,2,10,3,3,2,3,0,30,25
5449,Other skilled trades n.e.c.,54,"Textiles, Printing & Other Skilled Trades",42000,0.58,1.1,2,2,2,3,2,3,2,5,0,5,3,3,2,3,3,0,35,25
6111,Early education and childcare assistants,61,Caring Personal Service Occupations,125267,0.6,1.1,3,2,2,3,1,2,2,8,0,1,2,2,1,15,2,40,5,9
6112,Teaching assistants,61,Caring Personal Service Occupations,125267,0.6,1.1,5,3,3,3,2,3,3,8,0,2,2,2,1,25,3,20,5,10
6113,Educational support assistants,61,Caring Personal Service Occupations,125267,0.6,1.1,5,3,5,3,2,3,3,8,0,2,2,3,1,25,3,18,5,9
6114,Childminders,61,Caring Personal Service Occupations,125267,0.6,1.1,3,2,2,5,2,2,2,10,0,1,2,3,2,15,2,35,5,7
6115,Playworkers,61,Caring Personal Service Occupations,125267,0.6,1.1,3,2,1,3,1,2,1,8,0,1,2,2,1,15,2,35,10,11
6116,Nannies and au pairs,61,Caring Personal Service Occupations,125267,0.6,1.1,3,2,1,5,1,2,1,8,0,1,1,2,1,10,2,40,8,12
6121,Nursing auxiliaries and assistants,61,Caring Personal Service Occupations,125267,0.6,1.1,5,3,2,3,1,3,2,8,0,3,0,3,1,3,2,45,10,6
6122,Ambulance staff (excluding paramedics),61,Caring Personal Service Occupations,125267,0.6,1.1,5,3,2,3,1,3,2,8,0,5,0,5,1,3,2,30,15,12
6123,Dental nurses,61,Caring Personal Service Occupations,125267,0.6,1.1,8,3,2,5,1,3,2,8,0,5,0,3,1,3,2,25,25,4
6124,Healthcare assistants,61,Caring Personal Service Occupations,125267,0.6,1.1,5,3,2,3,1,3,2,8,0,3,0,3,1,3,2,45,10,6
6131,Care workers and home carers,61,Caring Personal Service Occupations,125267,0.6,1.1,5,3,2,3,1,3,2,8,0,2,0,3,1,3,2,50,5,7
6132,Senior care workers,61,Caring Personal Service Occupations,125267,0.6,1.1,5,5,2,5,2,3,3,8,0,2,0,5,2,5,10,35,3,5
6139,Caring personal services n.e.c.,61,Caring Personal Service Occupations,125267,0.6,1.1,5,3,2,3,1,3,2,8,0,2,0,3,1,3,2,48,5,9
6141,Animal care services occupations,61,Caring Personal Service Occupations,125267,0.6,1.1,3,2,2,3,1,2,1,5,0,5,0,3,2,3,2,25,20,21
6142,Pest control officers,61,Caring Personal Service Occupations,125267,0.6,1.1,3,2,2,5,2,3,2,5,0,5,0,5,3,3,3,0,20,37
6211,Hairdressers and barbers,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,2,1,1,5,2,2,1,18,0,2,2,2,5,3,2,15,29,8
6212,Beauticians and related occupations,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,2,1,1,5,2,2,1,18,0,2,2,2,5,3,2,20,24,8
6213,Caretakers,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,2,1,1,3,2,3,1,5,0,2,0,3,1,2,5,0,25,44
6214,Housekeepers and related occupations,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,3,2,1,5,3,3,1,5,0,2,0,3,1,3,10,5,20,33
6215,"Undertakers, mortuary and crematorium assistants",62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,3,3,2,5,3,2,3,10,0,2,0,5,3,2,3,5,25,24
6219,Leisure and related personal service occupations n.e.c.,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,3,3,2,5,2,3,2,12,0,2,2,3,3,5,3,10,15,25
6221,Travel agents,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,5,5,5,10,3,5,3,30,1,2,1,3,8,2,3,0,8,6
6222,Travel guides,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,3,3,5,5,2,2,3,25,2,2,2,3,3,10,2,0,10,18
6231,Housekeepers and related occupations (duplicate),62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,3,2,1,5,3,3,1,5,0,2,0,3,1,3,10,5,20,33
6240,Cleaning and housekeeping managers and supervisors,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,3,3,2,8,5,3,2,8,0,2,0,5,3,3,18,0,15,20
6250,Bed and breakfast and guest house owners and proprietors,62,"Leisure, Travel & Related Personal Service Occupations",69455,0.55,1.2,5,3,2,8,8,3,2,18,0,2,1,8,5,2,8,5,10,10
6311,Police community support officers,63,Community & Civil Enforcement Occupations,54000,0.58,1.2,5,5,3,5,2,5,5,15,0,2,0,5,5,3,3,3,15,19
6312,Parking and civil enforcement occupations,63,Community & Civil Enforcement Occupations,54000,0.58,1.2,5,3,2,3,2,8,2,8,0,2,0,3,3,2,2,0,15,40
7111,Sales and retail assistants,71,Sales Occupations,109800,0.52,1.3,5,3,2,3,3,5,1,30,0,2,2,2,8,2,2,0,15,15
7112,Retail cashiers and check-out operators,71,Sales Occupations,109800,0.52,1.3,10,2,1,2,5,5,1,25,0,2,0,1,2,1,1,0,20,22
7113,Telephone salespersons,71,Sales Occupations,109800,0.52,1.3,5,5,3,3,3,5,3,40,0,2,2,3,15,2,2,0,5,2
7114,Pharmacy and optical dispensing assistants,71,Sales Occupations,109800,0.52,1.3,8,3,3,3,3,8,2,25,0,5,0,3,3,3,2,10,15,4
7115,Vehicle and parts salespersons and advisers,71,Sales Occupations,109800,0.52,1.3,3,3,3,3,5,3,3,30,0,5,1,3,15,3,3,0,10,7
7119,Sales related occupations n.e.c.,71,Sales Occupations,109800,0.52,1.3,5,3,3,3,3,5,2,30,0,3,2,3,12,3,3,0,10,10
7121,Collector salespersons and credit agents,71,Sales Occupations,109800,0.52,1.3,5,5,3,5,8,5,3,20,0,2,0,5,15,2,3,0,10,9
7122,"Debt, rent and other cash collectors",71,Sales Occupations,109800,0.52,1.3,8,5,3,5,8,5,3,20,0,2,0,5,15,2,3,0,8,8
7123,Roundsmen/-women and van salespersons,71,Sales Occupations,109800,0.52,1.3,5,3,2,5,5,3,1,15,0,2,0,3,8,2,2,0,10,34
7124,Market and street traders and assistants,71,Sales Occupations,109800,0.52,1.3,3,2,2,5,5,3,1,20,0,2,1,3,10,2,2,0,15,24
7125,Visual merchandisers and related occupations,71,Sales Occupations,109800,0.52,1.3,3,3,3,5,3,3,3,10,0,3,29,3,5,3,3,0,15,6
7129,Sales occupations n.e.c.,71,Sales Occupations,109800,0.52,1.3,5,3,3,3,3,5,2,25,0,3,2,3,12,3,3,0,12,13
7130,Shopkeepers and owners – retail and wholesale,71,Sales Occupations,109800,0.52,1.3,5,3,3,5,10,5,2,15,0,2,1,10,10,2,10,0,12,5
7131,Sales supervisors – retail and wholesale,71,Sales Occupations,109800,0.52,1.3,5,5,3,5,5,5,3,18,0,2,1,5,8,3,15,0,10,7
7132,Sales supervisors,71,Sales Occupations,109800,0.52,1.3,5,5,3,5,5,5,3,18,0,2,1,5,8,3,18,0,8,6
7211,Call and contact centre occupations,72,Customer Service Occupations,92667,0.48,1.3,10,10,5,3,3,10,3,40,0,2,0,2,3,2,2,0,3,2
7212,Customer service occupations n.e.c.,72,Customer Service Occupations,92667,0.48,1.3,10,8,5,5,3,10,3,35,0,3,1,3,3,2,3,0,3,3
7213,Telephonists,72,Customer Service Occupations,92667,0.48,1.3,5,5,2,5,2,5,2,45,0,2,0,2,2,2,2,0,10,9
7214,Communication operators,72,Customer Service Occupations,92667,0.48,1.3,5,5,3,5,2,5,3,40,0,5,0,3,2,3,3,0,10,6
7215,Market research interviewers,72,Customer Service Occupations,92667,0.48,1.3,5,5,3,5,3,5,3,35,0,2,1,2,3,2,2,0,12,12
7220,Customer service supervisors,72,Customer Service Occupations,92667,0.48,1.3,8,8,5,5,5,8,5,25,0,3,1,5,3,5,8,0,3,3
8111,"Food, drink and tobacco process operatives",81,"Process, Plant & Machine Operatives",40308,0.6,1,3,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,40,28
8112,Glass and ceramics process operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,45,24
8113,Textile process operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,45,24
8114,Chemical and related process operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,3,1,1,2,3,5,1,2,0,8,0,5,1,3,3,0,40,22
8115,Metal making and treating process operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,45,24
8116,Water and sewerage plant operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,3,2,2,3,3,5,2,2,0,8,0,5,1,3,3,0,30,28
8117,Printing machine assistants,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,3,1,2,0,5,2,2,1,3,3,0,45,25
8118,Energy plant operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,3,2,2,3,3,5,2,2,0,12,0,8,1,3,5,0,30,19
8119,Process operatives n.e.c.,81,"Process, Plant & Machine Operatives",40308,0.6,1,3,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,40,28
8121,Paper and wood machine operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,3,1,2,0,5,0,3,1,3,3,0,48,23
8122,Mining and quarry workers and related operatives,81,"Process, Plant & Machine Operatives",40308,0.6,1,2,1,1,2,2,3,1,2,0,5,0,3,1,3,3,0,25,46
8123,Plant and machine operatives n.e.c.,81,"Process, Plant & Machine Operatives",40308,0.6,1,3,1,1,2,2,5,1,2,0,5,0,3,1,3,3,0,40,28
